sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
Stephen cares for that out in the open alumnus.,Stephen cares for those out in the open alumnus.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,37.0,,,,
"First of all, I think that technology has been one of the most important inventions in human history and that without it we couldn't be where we are right now.","First of all, I think that technology has been one of the most important inventions of human history and that without it we couldn't be where we are right now.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,"First of all, I think that technology has been one of the most important inventions",in,of,934.0
When I approached the cashier I suddenly noticed my wallet had gone.,When I approached to the cashier I suddenly noticed my wallet had gone.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,When I approached,,to,807.0
The planes had disturbed these important women.,The planes had disturbed these important woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,619.0,,,,
Who had Sara's senator that hasn't noticed Emily's bosses respected?,Who had Emily's bosses respected Sara's senator that hasn't noticed?,syntax,island_effects,complex_NP_island,True,False,False,True,453.0,,,,
Irene's nephew who was stunning Andrea has not ever noticed an actor.,Irene's nephew who was not stunning Andrea has ever noticed an actor.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,True,False,True,True,504.0,,,,
The woman has donated.,The women has donated.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,785.0,,,,
Girls didn't bring this rough plate.,Girls didn't bring this rough plates.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,755.0,,,,
What made things even worse was that the leading actor Danny Brook did not appear on the stage at all.,What made things even worse was that the leading actor Danny Brook did not appear at the stage at all.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,What made things even worse was that the leading actor Danny Brook did not appear,on,at,1820.0
That cup that confused Christina stunned itself.,That cup that confused Christina stunned herself.,syntax_semantics,binding,principle_A_c_command,True,True,False,False,835.0,,,,
"On the one hand, it is very enjoyable to go shopping because we can find a lot of things.","In the one hand, it is very enjoyable to go shopping because we can find a lot of things.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,,On,In,1686.0
"I think that you won't forget, & will write to me soon.","I think that you won't forget, & will write me soon.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"I think that you won't forget, & will write",to,,610.0
"I guess they will wear a sort of tunic over a shirt and a skirt, or more masculine clothes because they want to change.","I guess they will wear a sort of tunic upon a shirt and a skirt, or more masculine clothes because they want to change.",syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,I guess they will wear a sort of tunic,over,upon,231.0
The waiter has stunned Regina.,The waiters has stunned Regina.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,476.0,,,,
A book about the Great Lakes is alarming that guest.,A book about the Great Lakes are alarming that guest.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,764.0,,,,
Mary wasn't thinking Liam revealed himself.,Mary wasn't thinking Liam revealed herself.,syntax_semantics,binding,principle_A_domain_2,True,True,False,False,212.0,,,,
It's itself that every skateboard wouldn't upset.,It's itself that wouldn't upset every skateboard.,syntax_semantics,binding,principle_A_reconstruction,True,False,False,True,825.0,,,,
The Lutherans also salute.,The Lutherans ever salute.,semantics,npi_licensing,npi_present_2,True,True,False,False,563.0,,,,
There turns out to be an essay boring Holly.,There wishes to be an essay boring Holly.,syntax_semantics,control_raising,existential_there_subject_raising,True,False,False,False,969.0,,,,
You asked me for some further information.,As you asked me for some further information.,syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,,You,As you,523.0
"Regarding the end - of - conference party, I would suggest wearing a dress for a woman and an elegant suit for a man, though it is not a formal do.","Regarding to the end - of - conference party, I would suggest wearing a dress for a woman and an elegant suit for a man, though it is not a formal do.",syntax-semantics,Preposition,Preposition_Unnecessary,True,True,False,False,,Regarding,,to,1027.0
Clyde hasn't discovered that alumnus.,Clyde hasn't discovered that alumni.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,119.0,,,,
The student isn't driving to this art gallery.,The students isn't driving to this art gallery.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_2,True,False,True,False,495.0,,,,
"If the media stopped focusing on these people, they would think that they have been put in a bin like rubbish.","If the media stopped focusing these people, they would think that they have been put in a bin like rubbish.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,If the media stopped focusing,on,,1169.0
Those doctors hugged these happy actresses.,Those doctors hugged these happy actress.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,893.0,,,,
There isn't an art gallery impressing some customer.,There isn't each art gallery impressing some customer.,semantics,quantifiers,existential_there_quantifiers_1,True,False,False,False,774.0,,,,
Dan wouldn't boycott that smooth oasis.,Dan wouldn't boycott those smooth oasis.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_2,True,False,True,True,261.0,,,,
That dog found four screens and Michael found five lost screens.,That dog found four yellow screens and Michael found five lost.,syntax,ellipsis,ellipsis_n_bar_2,True,False,False,False,341.0,,,,
Those who need to travel in order to do business with other people abroad can fly by plane and arrive at their destination safely or have their problems solved via telephone.,Those who need to travel in order to do business with other people abroad can fly by plane and arrive at their destination safely or have their problems solved through telephone.,syntax-semantics,Preposition,Preposition_Replacing,True,True,False,False,,Those who need to travel in order to do business with other people abroad can fly by plane and arrive at their destination safely or have their problems solved,via,through,152.0
That child sees these rough hospitals.,That child sees these rough hospital.,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adjective_1,True,True,False,True,50.0,,,,
The man kisses some actors.,The men kisses some actors.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,395.0,,,,
Carl heals these oxen.,Carl heals these ox.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,626.0,,,,
Most teachers reacted.,Most teachers liked.,syntax,argument_structure,intransitive,True,False,False,False,692.0,,,,
Only Keith's classmates that the drivers investigate ever hurts these guys.,Keith's classmates that only the drivers investigate ever hurts these guys.,syntax_semantics,npi_licensing,only_npi_scope,True,False,True,True,613.0,,,,
This goose disappears.,This goose disappear.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,38.0,,,,
Carmen is firing Naomi.,Carmen are firing Naomi.,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,743.0,,,,
Grace hasn't noticed a lot of students that those snakes irritate that hadn't confused some people.,Grace hasn't noticed who a lot of students that those snakes irritate hadn't confused some people.,syntax,filler_gap_dependency,wh_questions_subject_gap_long_distance,True,False,False,False,170.0,,,,
"She would see if it is pretty or not, if it is on sale at another store, we would not buy the dress and we would have to go to the other store to see the other dress, but after seeing all the stores and looking at all the dresses she would decide on the first one we saw.","She would see if it is pretty or not, if it is on sale at another store, we would not buy the dress and we would have to go to the other store to see the other dress, but after seeing all the stores and looking all the dresses she would decide on the first one we saw.",syntax-semantics,Preposition,Preposition_Missing,True,True,False,False,,"She would see if it is pretty or not, if it is on sale at another store, we would not buy the dress and we would have to go to the other store to see the other dress, but after seeing all the stores and looking",at,,764.0
The men are conspiring.,The man are conspiring.,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_2,True,False,True,False,411.0,,,,
Most pedestrians' tutors that have hired Alice can not ever kiss.,Most pedestrians' tutors that have not hired Alice can ever kiss.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,True,False,True,True,2.0,,,,
